450905-7,0B943B-14,7085CA-14,2AD75E-14,1A9B20-7,BAAF62-7,75A2B6-7,DF309F-7,0BF51C-7,B85D75-7,180E1A-7,82CCF5-7,3F05F3-7,40067F-21,0E1F8E-14,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr10:62538051-62538060,48,58,94,23,67,68,169,89,27,89,210,86,92,39,165,212,21,32,50,44,75,41
chr10:62538101-62538110,49,54,88,16,62,66,165,92,27,82,199,76,97,37,161,196,24,32,41,49,76,39
chr10:62538151-62538160,53,55,92,17,66,57,181,103,30,71,179,82,97,38,149,196,24,35,48,65,87,41
chr10:63510901-63510910,14,21,25,8,17,22,51,30,9,20,56,19,28,10,45,42,11,8,12,16,21,6
chr10:63811001-63811010,8,17,34,1,25,16,55,47,12,22,65,20,39,8,50,57,8,10,16,20,26,8
chr10:63943351-63943360,6,25,30,13,35,27,166,76,17,42,137,39,58,14,70,145,6,15,15,20,37,9
chr10:63943401-63943410,10,24,31,12,36,22,148,87,20,36,130,40,61,17,67,130,7,15,17,21,29,13
chr10:63943451-63943460,11,28,29,13,41,22,165,96,20,38,139,35,52,17,72,138,10,12,22,22,35,15
chr10:64397251-64397260,17,23,25,9,39,18,110,67,7,32,81,33,49,16,78,94,5,11,24,21,22,14
chr10:64397301-64397310,29,26,32,11,48,28,133,68,10,39,107,35,60,18,80,108,7,18,27,27,31,14
chr10:64492901-64492910,7,17,19,7,26,19,102,53,7,15,71,22,36,8,43,81,4,8,12,11,22,11
chr10:64492951-64492960,10,16,19,6,22,20,85,55,6,15,67,16,32,7,51,92,3,5,14,12,20,12
chr10:64539401-64539410,8,16,25,9,21,13,47,21,6,9,56,18,26,11,50,35,5,6,11,15,24,2
chr10:64893051-64893060,43,59,95,24,85,69,180,90,35,92,229,106,91,44,135,201,25,53,67,46,104,36
chr10:64893101-64893110,52,64,87,21,83,76,188,115,26,99,223,109,94,34,168,215,28,47,54,54,93,37
chr10:64977051-64977060,3,12,10,4,16,7,39,28,9,13,39,10,16,9,30,34,2,8,9,15,14,5
chr10:64985651-64985660,11,25,10,6,26,17,68,36,8,15,76,18,25,10,45,52,3,7,9,12,26,8
chr10:65028951-65028960,39,47,77,13,47,37,179,104,25,67,161,48,70,29,115,167,16,23,32,26,56,14
chr10:65029001-65029010,38,50,94,11,60,42,196,109,29,67,193,59,87,37,140,187,22,31,40,29,73,18
chr10:65029051-65029060,35,58,104,16,72,46,213,110,28,62,212,55,94,39,141,190,21,31,48,32,75,22
chr10:65033501-65033510,13,7,6,6,20,15,42,23,1,14,48,15,17,4,37,24,3,0,9,7,24,3
chr10:69609251-69609260,16,32,55,5,26,26,80,40,8,32,69,30,30,14,58,75,6,22,26,16,34,18
chr10:69609301-69609310,9,23,34,7,11,26,62,34,4,25,58,21,29,9,24,64,11,21,29,14,19,14
chr10:70167051-70167060,17,25,54,23,39,31,99,52,18,45,83,38,41,26,63,105,12,26,21,38,49,25
chr10:70287301-70287310,49,39,102,15,33,39,105,51,25,62,117,74,61,25,83,107,18,45,43,50,51,28
chr10:70287351-70287360,38,39,106,20,40,37,107,60,24,60,129,75,59,24,81,100,16,42,55,55,57,32
chr10:70660901-70660910,25,52,95,20,53,46,138,76,19,66,123,65,66,49,78,115,23,52,49,44,75,34
chr10:70660951-70660960,36,50,102,19,51,63,126,71,21,68,122,71,60,42,87,125,24,53,44,41,74,35
chr10:70997501-70997510,11,14,17,7,8,14,17,8,5,14,30,23,11,5,21,20,2,5,13,10,16,7
chr10:71152451-71152460,11,17,31,8,14,15,37,15,11,24,43,26,15,5,28,18,8,6,20,9,25,9
chr10:71930351-71930360,27,37,115,14,31,41,77,69,28,56,137,83,46,31,74,86,18,32,32,47,81,26
chr10:71993251-71993260,29,38,90,12,33,40,90,61,18,53,83,67,38,29,50,76,15,47,42,35,66,32
chr10:71993301-71993310,25,41,95,13,27,37,99,56,16,51,93,64,36,30,54,72,17,50,49,36,60,30
chr10:72163851-72163860,17,28,68,12,27,35,82,52,20,35,79,22,36,22,48,58,17,35,22,36,45,18
chr10:73137251-73137260,25,26,39,4,22,26,53,27,14,19,35,35,27,22,41,49,11,24,11,16,28,11
chr10:73611051-73611060,29,32,83,7,33,29,57,33,16,57,71,62,30,27,44,50,17,36,30,44,71,13
chr10:73611101-73611110,26,27,76,7,33,23,63,33,18,54,59,59,19,28,51,54,15,34,36,34,57,17
chr10:73656351-73656360,12,12,15,2,11,14,32,21,9,21,28,11,15,8,21,17,5,12,16,14,30,11
chr10:74033601-74033610,35,52,98,25,46,68,99,68,35,62,126,84,65,49,84,96,24,46,55,50,80,39
chr10:74124251-74124260,5,16,33,4,14,10,39,23,5,14,40,25,20,14,31,26,8,9,19,18,35,7
chr10:74385851-74385860,13,28,48,5,20,24,61,36,14,33,59,35,37,11,52,62,11,19,24,18,36,24
chr10:74385901-74385910,19,28,65,11,21,25,62,35,20,42,65,39,39,15,50,56,12,17,26,25,47,24
chr10:74385951-74385960,12,17,57,14,17,29,56,22,12,29,58,46,29,16,36,58,9,17,18,23,46,21
chr10:74451851-74451860,24,21,73,9,30,48,84,50,17,41,111,48,52,31,57,78,9,41,37,35,51,23
chr10:74927901-74927910,26,19,52,9,18,25,57,35,8,31,54,32,35,20,54,45,8,16,19,26,36,13
chr10:75007001-75007010,29,21,51,9,36,29,79,39,14,49,69,44,34,14,54,54,13,34,27,26,46,21
chr10:75007051-75007060,34,25,61,10,30,29,68,47,13,47,64,33,29,16,47,51,15,25,30,22,51,19
chr10:75007101-75007110,28,36,66,9,25,28,51,45,13,43,79,51,29,19,48,48,17,18,26,15,52,22
chr10:75012451-75012460,27,21,59,14,23,28,71,42,20,30,94,60,30,17,76,46,18,19,34,30,51,20
chr10:75504001-75504010,21,31,61,15,17,19,69,45,17,43,68,40,19,27,43,59,11,20,27,26,39,18
chr10:75609001-75609010,10,29,54,7,12,29,44,31,11,27,63,45,25,25,42,38,7,24,32,20,40,14
chr10:75639551-75639560,20,27,62,10,27,25,80,44,13,23,83,46,38,23,49,66,17,17,40,30,57,15
chr10:75639601-75639610,20,18,57,9,27,15,62,30,14,29,78,40,23,21,47,64,13,14,24,29,58,9
chr10:75751751-75751760,12,24,37,5,22,15,41,30,7,24,63,30,31,12,39,37,14,18,20,12,38,7
chr10:75751801-75751810,18,25,24,9,19,18,43,30,5,28,48,24,27,13,47,43,4,15,12,12,22,9
chr10:75757801-75757810,38,46,94,13,51,43,125,66,24,54,132,64,57,39,93,85,27,33,31,33,61,25
chr10:75936301-75936310,28,46,95,21,64,55,138,70,25,55,135,69,55,34,94,100,23,44,41,42,87,33
chr10:75936351-75936360,32,50,99,25,56,56,154,75,27,57,135,71,55,42,99,115,22,46,52,55,90,35
chr10:75936401-75936410,27,44,92,23,52,48,150,85,31,69,124,70,49,38,99,113,21,46,45,52,67,30
chr10:76025951-76025960,7,10,17,6,13,15,32,10,10,9,21,14,13,4,16,16,2,8,14,7,20,8
chr10:76349201-76349210,13,18,23,6,28,12,86,38,10,27,78,32,28,7,35,64,9,6,20,23,35,4
chr10:76349251-76349260,12,20,33,4,28,19,96,35,10,32,78,36,30,13,41,74,8,5,20,26,39,9
chr10:76990501-76990510,11,20,16,5,9,12,43,23,7,17,54,21,20,9,37,32,6,9,13,15,34,10
chr10:76990551-76990560,11,20,33,4,13,22,49,24,8,24,51,22,33,14,42,44,5,10,20,19,35,8
chr10:79793501-79793510,35,52,103,12,46,42,117,59,24,57,130,77,72,28,84,145,14,25,57,51,68,40
chr10:79793551-79793560,38,47,103,9,43,43,114,67,22,56,123,62,71,28,88,140,12,25,50,44,77,28
chr10:79793601-79793610,35,33,89,10,43,36,106,53,20,46,110,47,65,26,78,128,9,26,40,36,58,17
chr10:82138151-82138160,12,12,7,4,20,24,66,34,10,9,44,16,33,11,37,46,8,6,11,6,16,5
chr10:85899201-85899210,62,69,147,30,84,83,154,110,39,86,250,117,110,71,158,211,34,53,63,76,118,47
chr10:85899251-85899260,67,64,134,26,73,72,140,96,32,81,192,108,107,64,173,222,28,59,64,67,115,45
chr10:86093901-86093910,11,28,54,12,36,21,105,64,13,14,111,45,53,12,88,87,11,10,18,16,36,20
chr10:86093951-86093960,8,28,63,9,40,27,119,69,15,18,121,41,59,10,111,89,6,7,15,14,41,20
chr10:86094001-86094010,10,31,55,13,37,23,106,63,11,18,104,33,59,11,115,89,5,10,15,12,40,15
chr10:86094051-86094060,10,27,54,15,42,26,102,63,8,20,105,31,57,14,101,79,4,11,17,16,47,19
chr10:88281601-88281610,40,53,95,21,73,65,160,101,32,65,172,72,81,30,152,192,26,39,48,60,77,46
chr10:88281651-88281660,41,53,99,28,79,61,176,98,26,61,169,70,77,33,149,196,26,39,44,51,77,42
chr10:88699301-88699310,34,31,71,15,30,32,67,37,10,34,128,44,42,12,46,79,10,18,31,28,65,18
chr10:88699351-88699360,33,25,65,18,36,31,62,50,15,45,127,42,44,17,51,90,9,14,36,30,72,19
chr10:88963401-88963410,24,20,32,12,20,22,68,34,10,25,70,25,35,16,39,49,11,11,28,17,25,20
chr10:89824951-89824960,12,24,25,7,33,14,141,61,14,30,108,26,43,4,72,92,3,9,17,16,34,8
chr10:89825001-89825010,11,26,26,6,29,13,148,67,11,35,97,22,45,6,80,99,3,10,16,23,28,9
chr10:89851551-89851560,22,25,32,11,29,35,83,58,9,36,94,31,33,16,54,73,9,16,22,12,22,11
chr10:89851601-89851610,22,29,38,13,25,25,86,71,11,29,105,49,37,12,50,90,7,13,20,16,33,12
chr10:89954001-89954010,9,30,20,9,19,11,95,45,9,26,80,18,45,6,50,62,8,5,15,11,29,10
chr10:90152151-90152160,2,12,6,6,14,4,30,21,2,11,21,11,17,7,26,26,2,2,14,10,11,2
chr10:90152201-90152210,3,8,4,3,14,5,31,17,2,10,22,14,14,6,23,25,2,2,12,14,7,3
chr10:90342701-90342710,27,20,31,6,31,29,125,45,17,34,105,34,49,19,82,80,13,15,14,21,28,11
chr10:90585101-90585110,10,20,13,5,15,11,61,23,6,10,70,17,20,4,35,30,3,5,11,5,16,12
chr10:90585151-90585160,10,21,17,6,14,6,60,34,7,9,83,17,21,8,30,28,3,7,5,9,15,10
chr10:90591651-90591660,4,17,11,6,13,19,41,23,3,13,67,24,26,4,32,33,11,10,9,3,11,2
chr10:90595551-90595560,19,25,36,10,27,16,68,48,11,35,92,32,38,9,44,51,14,13,22,19,40,10
chr10:90844301-90844310,16,22,23,6,19,6,60,30,8,19,80,21,29,10,38,53,5,8,12,15,21,16
chr10:90844351-90844360,13,18,26,3,21,5,59,26,6,17,62,22,28,10,38,55,2,7,10,12,23,14
chr10:91011701-91011710,36,83,96,26,115,45,278,160,36,92,259,87,87,38,192,292,16,31,57,50,90,50
chr10:91011751-91011760,38,92,102,31,103,58,300,174,39,115,290,88,105,41,209,313,17,41,67,66,111,52
chr10:91011801-91011810,29,71,114,26,95,43,246,140,34,100,254,92,89,32,158,270,20,42,57,54,102,45
chr10:91020301-91020310,15,25,30,4,17,16,53,42,5,23,65,21,23,12,58,57,7,7,18,25,36,15
chr10:91093901-91093910,12,24,38,10,47,18,151,64,11,37,148,42,47,7,94,100,5,9,26,23,42,15
chr10:91093951-91093960,12,23,47,10,48,26,137,69,8,36,140,55,49,9,89,97,7,12,32,24,40,14
chr10:91461201-91461210,74,88,127,37,126,95,257,175,45,126,333,106,139,56,231,303,36,52,89,79,126,56
chr10:91461251-91461260,78,99,135,42,125,122,267,181,47,140,392,125,154,65,260,323,41,66,100,89,144,54
chr10:91461301-91461310,68,91,127,37,119,127,278,185,43,126,373,121,174,63,249,327,46,56,92,77,137,55
chr10:92631651-92631660,28,21,33,12,37,36,102,49,25,32,98,27,71,23,91,109,11,19,20,26,37,14
chr10:92631701-92631710,31,32,36,12,44,34,108,65,23,38,121,33,54,24,87,118,14,17,20,22,40,14
chr10:92980351-92980360,62,71,105,32,73,72,187,115,35,90,207,103,105,55,124,209,30,51,65,73,104,41
chr10:92980401-92980410,75,74,121,33,84,80,219,123,39,100,212,109,115,50,158,236,23,68,55,84,108,51
chr10:93149551-93149560,13,11,24,9,15,20,42,18,5,7,66,20,13,11,40,31,1,6,13,14,25,14
chr10:93556251-93556260,9,14,15,8,15,8,60,27,4,17,45,14,32,8,32,52,6,7,15,10,20,5
chr10:93558151-93558160,37,37,86,19,41,51,146,63,22,60,110,46,59,35,75,121,8,25,27,32,49,19
chr10:93683501-93683510,29,31,62,13,54,34,130,71,14,38,96,42,63,23,88,131,15,26,36,25,49,16
chr10:93683551-93683560,35,34,62,16,64,31,148,86,20,45,103,45,80,29,108,155,21,38,41,30,50,20
chr10:93683601-93683610,34,24,55,16,56,29,153,91,19,46,102,46,80,33,106,144,21,32,32,26,45,16
chr10:93683701-93683710,35,29,46,15,57,32,134,81,15,44,90,43,74,37,97,138,19,27,27,24,41,18
chr10:93683751-93683760,31,32,41,17,58,36,123,75,16,38,87,39,66,38,98,137,21,28,18,21,46,23
chr10:94050901-94050910,44,56,96,22,68,66,175,112,36,65,152,71,112,41,125,258,22,57,44,65,72,38
chr10:94352751-94352760,26,44,52,19,45,51,121,64,23,58,142,41,54,21,104,113,11,29,29,28,61,31
chr10:94352801-94352810,27,53,88,19,55,52,111,70,20,64,172,61,59,36,110,137,14,30,36,41,74,38
chr10:94608301-94608310,37,53,87,25,59,63,157,89,31,79,202,82,75,30,107,167,36,34,33,31,62,37
chr10:94661851-94661860,5,17,10,3,16,7,27,21,10,12,39,17,12,6,31,32,1,4,10,6,11,7
chr10:94661901-94661910,4,14,10,4,22,7,34,22,10,12,42,16,11,6,36,33,2,4,9,5,12,6
chr10:95256251-95256260,45,54,100,23,72,65,168,87,29,69,199,63,86,25,127,199,23,40,56,45,77,42
chr10:95256301-95256310,40,61,126,25,66,69,168,84,28,76,216,68,91,33,120,193,25,44,56,54,83,41
chr10:96122701-96122710,27,44,72,26,54,50,156,83,15,60,137,59,87,23,108,158,19,30,31,40,52,22
chr10:96122751-96122760,41,52,90,29,62,51,172,76,20,59,159,79,107,28,108,173,27,32,50,60,72,19
chr10:96122801-96122810,26,56,82,23,56,43,160,78,17,67,132,56,97,25,98,142,26,22,49,44,58,19
chr10:97321201-97321210,57,60,97,21,47,64,147,90,39,72,164,75,85,46,87,178,23,40,54,67,95,42
chr10:97321251-97321260,47,51,85,23,58,52,129,82,25,58,138,73,79,43,94,153,20,38,44,45,86,45
chr10:97453751-97453760,67,79,145,31,104,87,233,137,39,111,296,113,136,57,165,273,26,55,86,69,119,64
chr10:97453801-97453810,65,93,142,42,117,95,259,139,46,107,328,131,143,61,204,293,26,67,94,90,133,68
chr10:97453851-97453860,70,89,171,48,110,96,243,122,48,110,336,138,141,66,179,257,34,77,99,90,130,51
chr10:97849951-97849960,28,31,38,8,23,25,73,33,8,42,73,28,55,17,58,81,17,20,28,26,25,17
chr10:98346801-98346810,30,34,87,15,43,39,113,58,16,58,95,62,57,30,84,94,18,34,34,26,74,26
chr10:98561351-98561360,144,32,48,55,64,213,129,98,61,93,65,35,158,121,103,81,63,74,46,49,42,27
chr10:98561401-98561410,217,73,79,82,93,298,184,158,92,156,102,69,232,198,160,122,77,104,89,90,70,38
chr10:98561451-98561460,251,103,136,91,114,378,215,182,108,157,173,88,269,218,203,151,85,122,117,152,104,64
chr10:98561501-98561510,193,83,105,77,82,288,190,146,82,127,137,79,227,183,158,128,65,86,77,118,79,51
chr10:99052451-99052460,38,59,74,34,45,46,118,62,21,51,125,59,58,26,99,109,16,44,38,35,64,32
chr10:99052501-99052510,27,52,91,24,54,49,126,51,22,63,124,68,50,27,107,113,13,34,40,42,66,32
chr10:99052551-99052560,18,38,81,16,50,33,102,52,19,47,115,64,46,23,80,106,7,23,36,41,59,31
chr10:99185851-99185860,34,40,105,15,43,29,57,45,15,44,93,65,44,36,62,74,12,35,41,52,87,35
chr10:99205801-99205810,16,34,57,8,35,28,83,50,16,35,69,50,30,17,62,67,14,14,26,32,51,14
chr10:99393251-99393260,14,23,64,14,36,25,82,56,13,48,79,48,47,12,62,86,13,21,30,26,57,21
chr10:99393301-99393310,14,21,69,14,37,27,74,50,12,41,72,51,47,12,61,85,12,17,31,31,52,17
chr10:99400351-99400360,38,58,99,23,47,48,112,73,30,57,128,82,63,48,98,113,19,49,64,39,93,36
chr10:99894351-99894360,22,34,55,18,44,30,119,44,13,47,82,47,50,36,81,117,13,34,36,39,51,21
chr10:99894401-99894410,28,36,66,14,40,34,125,53,17,50,103,47,58,38,84,127,18,31,24,38,47,24
chr10:99894451-99894460,32,27,54,21,41,33,117,60,19,43,88,38,49,39,70,117,18,28,26,30,38,29
chr10:101190601-101190610,55,66,108,22,73,74,179,99,39,60,161,81,98,41,113,203,30,33,61,58,110,35
chr10:101419101-101419110,32,36,55,17,49,45,135,59,28,49,104,54,67,28,60,127,21,36,42,48,57,31
chr10:101769701-101769710,29,25,70,17,41,25,81,42,19,38,64,56,41,27,57,71,11,18,27,29,52,23
chr10:101945801-101945810,24,27,72,11,27,21,90,43,11,29,65,36,29,25,51,76,16,19,39,26,58,22
chr10:102193751-102193760,15,7,26,6,11,11,22,18,9,14,47,16,20,7,16,32,4,5,13,16,24,13
chr10:102241451-102241460,22,31,56,10,31,28,82,47,16,29,70,46,29,16,60,77,11,20,20,28,41,16
chr10:102295551-102295560,24,29,84,10,28,44,71,42,16,37,82,54,44,33,64,73,13,30,39,36,54,35
chr10:102295601-102295610,26,28,74,13,27,37,70,36,20,35,72,53,46,33,52,76,18,23,29,22,47,31
chr10:103124601-103124610,20,14,43,7,12,22,19,7,5,22,42,23,17,20,25,25,9,14,17,16,32,11
chr10:103124651-103124660,23,7,26,4,10,14,17,7,6,18,27,11,14,13,15,19,6,10,13,11,20,8
chr10:103816001-103816010,30,22,65,14,24,30,54,23,21,32,71,34,33,25,45,46,13,31,26,25,28,19
chr10:104005101-104005110,28,38,67,16,36,33,96,54,23,58,103,60,42,39,67,86,17,45,40,48,65,27
chr10:104005151-104005160,42,33,89,21,41,36,105,53,23,58,112,59,54,48,70,97,25,58,43,46,73,29
chr10:104005201-104005210,35,38,80,18,37,30,95,41,26,40,95,42,48,39,69,88,25,55,38,48,59,22
chr10:104402001-104402010,30,26,98,14,22,53,71,23,17,40,75,60,33,29,41,45,22,37,47,42,63,31
chr10:104503501-104503510,23,41,93,11,35,35,68,34,18,58,94,59,36,37,51,49,17,28,43,44,59,23
chr10:104503551-104503560,24,33,98,11,34,35,83,35,16,54,85,50,31,37,53,45,13,27,39,38,55,18
chr10:104614201-104614210,15,20,35,3,21,15,37,20,13,26,29,16,36,15,35,31,8,16,12,13,20,9
chr10:104614251-104614260,17,23,41,5,22,14,45,23,12,24,36,28,37,13,34,36,10,15,16,7,25,8
chr10:104614301-104614310,16,17,37,3,16,19,46,19,12,17,39,24,29,13,35,36,8,11,17,14,24,8
chr10:105156301-105156310,20,28,67,14,21,30,65,29,19,30,63,40,29,26,46,71,11,22,28,25,49,20
chr10:105156351-105156360,20,27,57,13,19,35,57,30,17,24,66,50,29,26,47,61,9,22,30,22,48,22
chr10:105156401-105156410,23,18,64,13,22,30,56,38,16,29,63,42,35,23,45,61,6,22,23,21,43,19
chr10:105668201-105668210,24,18,21,5,5,23,22,14,9,15,24,22,14,8,20,40,4,15,16,14,30,18
chr10:105678051-105678060,46,59,119,20,47,58,95,65,31,71,120,68,46,52,84,98,32,45,53,60,80,35
chr10:105992101-105992110,39,40,80,20,46,45,119,63,20,57,105,49,52,35,70,106,15,33,38,42,75,37
chr10:105992151-105992160,40,53,86,26,50,58,121,66,21,63,108,65,58,33,78,109,20,42,57,43,81,32
chr10:105992201-105992210,36,34,70,19,38,43,106,55,14,37,92,60,60,23,66,96,14,32,47,40,63,22
chr10:106028801-106028810,42,57,114,15,33,38,121,79,27,60,142,81,60,42,92,114,15,37,46,55,63,38
chr10:106028851-106028860,41,51,112,12,45,46,126,62,33,63,130,76,54,47,84,123,13,41,36,53,77,27
chr10:106051351-106051360,13,14,43,9,19,16,46,24,6,17,50,26,26,11,33,38,9,8,23,17,33,13
chr10:111683251-111683260,32,30,71,13,31,30,91,36,15,39,70,42,52,35,54,80,16,36,37,41,43,15
chr10:111770001-111770010,8,12,23,8,30,26,83,35,11,22,64,43,35,8,51,91,6,9,18,16,26,13
chr10:111770051-111770060,6,15,18,12,28,20,96,34,12,21,67,31,37,12,61,89,5,9,20,13,29,13
chr10:112624501-112624510,12,16,39,4,32,14,78,43,4,24,81,38,32,16,58,71,5,10,16,19,34,20
chr10:112624551-112624560,11,25,54,2,31,13,70,33,8,27,84,40,37,18,48,58,8,13,17,17,32,17
chr10:112823451-112823460,9,16,8,5,3,3,22,8,6,5,17,30,6,5,13,11,2,4,37,46,29,35
chr10:113943501-113943510,42,39,74,20,33,45,93,43,14,40,94,39,63,31,70,121,10,21,23,27,44,30
chr10:113943551-113943560,40,38,79,22,28,42,86,44,15,42,102,49,60,33,71,112,9,24,27,31,46,36
chr10:114206701-114206710,30,29,42,14,35,33,117,64,14,39,94,42,41,27,82,106,14,24,30,32,44,12
chr10:114206751-114206760,32,29,34,11,29,39,117,57,16,39,93,32,41,36,78,120,12,29,26,29,30,12
chr10:115934051-115934060,65,88,138,46,84,110,208,130,51,111,309,139,145,54,144,284,31,42,69,56,116,39
chr10:115934101-115934110,55,90,121,44,98,109,220,127,56,99,261,112,130,58,150,257,30,44,77,43,102,41
chr10:116697951-116697960,26,34,57,8,25,31,68,58,15,31,126,52,48,25,92,112,11,22,22,27,50,23
chr10:116698001-116698010,33,29,51,9,37,29,72,66,19,36,110,48,55,18,88,116,14,16,19,27,35,18
chr10:119806451-119806460,49,52,99,22,51,61,136,84,32,67,171,57,84,52,119,176,25,57,46,51,80,30
chr10:120101801-120101810,40,51,103,28,61,43,135,73,31,54,122,69,67,34,103,120,21,29,42,47,70,32
chr10:120101851-120101860,40,48,97,23,53,44,113,74,33,56,123,71,80,29,84,122,21,21,43,60,70,38
chr10:120458151-120458160,10,18,23,4,26,16,77,32,4,27,78,33,37,8,46,67,4,6,16,22,23,7
chr10:120458201-120458210,9,19,20,4,27,13,92,32,6,24,79,26,38,9,54,71,5,6,20,19,27,6
chr10:120489351-120489360,14,14,20,4,8,12,32,10,7,9,29,18,19,11,30,38,6,14,8,16,18,7
chr10:120925201-120925210,28,27,68,20,26,35,70,45,14,28,65,38,39,23,64,83,18,23,33,32,49,19
chr10:120925251-120925260,27,28,65,22,24,46,68,42,18,28,62,48,36,28,56,86,21,21,31,33,53,23
chr10:120938301-120938310,20,32,48,10,35,23,76,37,19,29,65,34,29,20,58,74,10,32,34,28,27,16
chr10:120938351-120938360,25,30,65,12,30,28,74,39,15,31,88,48,28,21,45,66,10,26,33,23,27,28
chr10:121028551-121028560,17,42,50,13,24,23,54,48,12,40,83,53,36,16,58,72,6,24,26,30,45,17
chr10:121652101-121652110,28,28,68,6,35,35,54,34,9,28,45,34,42,26,57,64,11,22,32,21,41,17
chr10:121652151-121652160,30,33,53,7,33,26,47,37,16,37,43,35,38,17,47,81,13,26,24,31,46,21
chr10:124713801-124713810,38,37,81,18,40,24,90,51,18,43,122,40,53,24,50,111,8,22,39,42,62,29
chr10:124739901-124739910,35,40,88,13,36,36,88,41,21,39,86,45,57,31,59,103,21,31,46,34,54,24
chr10:124739951-124739960,39,40,95,15,48,45,94,50,30,53,107,52,55,35,79,113,25,31,49,42,61,25
chr10:124740001-124740010,33,36,86,15,49,44,90,52,25,58,92,48,47,38,68,111,18,29,48,33,55,16
chr10:124740051-124740060,33,38,83,14,47,42,82,54,25,58,88,48,44,36,65,108,18,28,46,31,49,13
chr10:124740101-124740110,33,36,89,12,46,42,85,53,26,58,88,52,45,36,72,110,18,28,46,34,54,16
chr10:124740151-124740160,36,34,77,10,46,52,72,44,22,57,94,47,38,35,72,93,20,26,48,37,46,24
chr10:124913701-124913710,32,48,98,31,60,62,143,78,24,61,128,69,80,40,107,189,18,47,52,56,69,35
chr10:124913801-124913810,49,56,117,28,68,72,156,81,27,76,160,67,99,52,111,210,25,51,67,60,71,54
chr10:126077901-126077910,31,25,75,12,28,28,60,33,14,34,75,39,33,21,44,73,8,29,29,30,41,15
chr10:126150351-126150360,33,31,57,8,33,33,79,45,13,37,65,53,49,25,62,76,12,21,20,20,33,20
chr10:126150401-126150410,43,28,75,11,37,33,97,52,21,46,86,54,55,36,80,94,15,23,23,29,35,21
chr10:126150451-126150460,37,25,66,11,31,31,93,50,16,39,70,47,55,31,70,91,18,26,18,30,38,17
chr10:126150501-126150510,38,26,67,12,29,31,91,48,13,37,67,46,52,31,67,94,18,23,16,30,36,19
chr10:126150551-126150560,38,28,65,11,30,31,90,47,13,37,69,48,53,34,70,95,19,22,22,28,37,18
chr10:126150601-126150610,36,24,74,11,25,36,101,45,14,34,70,48,45,29,65,88,16,18,21,26,41,18
chr10:126490351-126490360,15,12,38,5,10,28,54,35,11,24,60,35,32,12,42,63,7,12,27,11,30,14
chr10:126605351-126605360,41,51,107,24,40,45,101,60,25,74,119,98,56,44,89,118,25,36,40,56,80,37
chr10:126605401-126605410,47,47,126,21,42,44,106,62,24,69,131,97,66,46,85,133,26,41,45,66,86,38
chr10:127408101-127408110,41,49,114,19,49,62,113,58,20,74,144,61,82,34,105,136,22,55,59,55,88,34
chr10:129595801-129595810,45,31,33,13,13,57,14,23,24,25,19,19,24,13,18,30,15,20,8,26,35,22
chr10:129809751-129809760,20,24,43,10,20,18,42,30,13,15,43,21,24,10,37,40,6,11,20,19,30,22
chr10:129948401-129948410,24,11,46,14,21,9,57,37,10,27,65,32,26,13,39,36,11,16,24,22,37,16
chr10:130262801-130262810,117,4,19,32,14,71,22,8,74,19,5,2,25,15,15,27,38,16,5,5,2,2
chr10:130262851-130262860,97,7,20,31,14,64,22,8,67,16,2,4,25,15,16,34,40,11,9,7,2,2
chr10:134177951-134177960,31,36,23,3,2,11,17,21,9,15,39,14,7,14,7,18,13,5,40,81,76,70
chr10:135186951-135186960,30,37,80,14,31,40,72,43,22,45,68,45,51,24,48,72,18,30,25,31,49,31
chr10:135207601-135207610,37,27,58,11,30,26,68,33,15,39,52,26,33,24,49,78,14,25,38,33,63,27
chr10:135490951-135490960,43,8,13,23,12,28,17,24,33,32,11,15,40,30,15,30,18,16,11,8,17,6
chr10:135491001-135491010,51,10,16,34,14,38,34,35,40,41,15,16,59,35,24,44,25,23,15,11,24,10
chr10:135491051-135491060,79,30,34,47,24,82,63,65,73,66,39,43,101,57,62,84,42,50,36,46,63,25
chr10:135491101-135491110,49,21,9,37,20,58,48,50,48,49,15,11,76,40,40,68,26,38,21,17,35,9
chr10:135491151-135491160,31,12,7,20,8,37,33,32,27,26,8,6,51,22,28,42,12,22,10,10,20,4
chr10:135500651-135500660,881,96,125,370,332,581,687,609,676,563,97,101,932,563,700,764,373,322,102,121,141,99
chr10:135500701-135500710,1091,146,165,454,440,769,909,772,821,705,138,136,1187,692,893,988,463,408,157,160,209,128
chr10:135500751-135500760,1037,130,139,431,506,734,1071,905,774,666,124,128,1365,669,1028,1113,435,389,131,154,192,112
chr10:135500801-135500810,1056,120,137,445,489,783,1041,909,802,691,126,129,1314,661,986,1067,452,407,137,162,189,110
chr10:135500851-135500860,1008,153,167,426,428,759,947,827,756,668,156,149,1170,618,902,977,453,386,154,201,225,139
chr10:135500901-135500910,835,126,140,351,346,625,740,663,620,532,126,118,920,518,712,758,362,323,125,157,165,109
chr11:448201-448210,25,25,64,9,15,27,31,19,18,32,58,38,18,18,42,32,18,16,33,25,41,12
chr11:518801-518810,21,22,44,7,15,19,23,16,7,28,36,37,24,16,30,34,12,14,23,28,35,8
chr11:518851-518860,18,18,50,6,14,25,28,20,8,28,47,41,27,22,29,38,12,17,23,25,48,18
